country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",2023-05-29 23:50:54.889589904,21.847279,85.416905,PM2.5,,,
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",2025-06-21 11:35:00.946372240,22.265816,86.174829,PM2.5,,,
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",2023-12-26 00:18:10.220820184,22.265816,86.174829,SO2,,,
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",2025-07-25 02:29:54.321766560,22.220833,84.809444,PM10,139.0,337.0,207.0
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",2023-01-01 16:34:49.589905360,20.34652,85.8163,NO2,9.0,37.0,20.0
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",2024-04-22 09:05:06.624605680,22.06156703,85.47409613,NO2,7.0,7.0,7.0
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",2022-08-24 08:24:13.627760252,22.06156703,85.47409613,SO2,6.0,19.0,9.0
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",2024-06-10 15:49:24.037854880,30.649961,76.331442,PM10,59.0,223.0,119.0
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",2022-11-27 16:30:17.034700316,30.649961,76.331442,SO2,17.0,33.0,23.0
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",2022-03-23 01:26:18.548895899,30.649961,76.331442,OZONE,46.0,53.0,49.0
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",2025-04-19 09:14:11.735015776,30.736056,76.209694,PM2.5,58.0,134.0,86.0
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",2025-04-08 19:00:11.356466880,30.736056,76.209694,NH3,7.0,8.0,7.0
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",2025-02-28 15:26:41.261829648,21.869985,85.167016,NH3,3.0,12.0,7.0
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",2023-08-16 06:57:55.078864352,21.869985,85.167016,SO2,28.0,34.0,30.0
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",2023-06-17 21:02:50.347003152,31.62,74.876512,SO2,7.0,122.0,48.0
India,Punjab,Patiala,"Model Town, Patiala - PPCB",2024-09-03 09:41:27.066246048,30.349388,76.366642,NO2,21.0,86.0,34.0
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",2025-08-31 20:53:45.236593056,21.606865,85.510538,SO2,6.0,60.0,21.0
India,Punjab,Patiala,"Model Town, Patiala - PPCB",2022-07-30 11:30:28.391167192,30.349388,76.366642,OZONE,45.0,58.0,48.0
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",2022-02-06 20:17:24.794952681,31.0325454,76.5623046,NO2,14.0,22.0,17.0
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",2024-10-30 01:17:13.438485808,26.470859,74.646594,PM10,78.0,119.0,101.0
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",2025-05-10 13:42:12.492113568,26.470859,74.646594,NH3,7.0,8.0,8.0
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",2024-08-29 19:09:16.466876960,26.470859,74.646594,SO2,10.0,17.0,13.0
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",2023-09-30 21:16:28.012618296,27.554793,76.611536,NO2,68.0,114.0,96.0
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",2024-09-19 01:30:51.104100944,27.554793,76.611536,CO,52.0,118.0,78.0
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",2023-10-21 03:38:02.649842272,23.837789,73.714926,NO2,6.0,29.0,14.0
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",2023-12-10 08:28:46.182965296,23.837789,73.714926,NH3,6.0,8.0,7.0
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",2023-12-17 06:17:02.082018928,23.837789,73.714926,SO2,2.0,8.0,5.0
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",2025-04-13 09:32:21.955835952,23.837789,73.714926,CO,11.0,32.0,15.0
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",2023-06-18 19:09:16.466876968,29.61075,74.283608,PM10,75.0,260.0,136.0
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",2025-10-07 17:11:10.031545744,29.61075,74.283608,NH3,14.0,22.0,17.0
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",2022-06-20 09:50:32.176656150,29.61075,74.283608,OZONE,13.0,82.0,64.0
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",2025-04-15 16:48:27.255520496,25.435774,75.644272,PM10,101.0,330.0,156.0
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",2024-02-27 13:42:12.492113560,25.435774,75.644272,SO2,9.0,19.0,13.0
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",2023-04-19 22:10:58.675078864,24.892047,74.623527,OZONE,1.0,115.0,71.0
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",2024-04-15 11:16:50.725552048,28.296139,74.961696,PM2.5,28.0,131.0,58.0
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",2025-11-22 18:32:56.025236592,25.339605,74.618883,NH3,4.0,7.0,5.0
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",2025-10-14 03:56:12.870662448,25.339605,74.618883,SO2,27.0,42.0,32.0
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",2022-07-14 19:41:04.353312302,28.194909,76.862296,PM2.5,,,
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",2025-10-22 21:57:21.009463712,28.194909,76.862296,SO2,,,
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",2023-08-04 18:37:28.580441640,28.296139,74.961696,CO,4.0,8.0,7.0
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",2023-10-13 18:46:33.690851736,26.699557,77.898881,PM2.5,22.0,98.0,50.0
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",2022-03-06 22:33:41.451104101,26.699557,77.898881,NO2,9.0,59.0,29.0
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",2024-07-16 02:57:09.652996848,25.106006,76.469948,PM10,73.0,189.0,116.0
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",2024-03-18 20:03:47.129337536,25.747299,71.393989,OZONE,33.0,110.0,74.0
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",2022-09-17 18:14:45.804416404,28.207266,76.829265,NO2,17.0,111.0,49.0
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",2023-12-20 00:36:20.441640376,28.207266,76.829265,NH3,11.0,15.0,13.0
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",2023-11-11 08:06:03.406940064,28.018792,73.292658,SO2,1.0,40.0,9.0
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",2023-03-11 18:37:28.580441640,28.018792,73.292658,OZONE,1.0,113.0,66.0
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",2025-02-06 12:52:14.384858032,26.902909,75.836858,SO2,12.0,33.0,20.0
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",2025-06-26 13:10:24.605678224,26.902909,75.836858,CO,24.0,80.0,45.0
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",2024-04-22 20:08:19.684542576,26.215415,73.070156,NH3,5.0,33.0,19.0
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",2022-12-28 13:05:52.050473184,26.215415,73.070156,SO2,3.0,18.0,7.0
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",2025-12-09 08:28:46.182965296,26.358805,73.047444,NO2,19.0,88.0,47.0
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",2024-09-22 17:56:35.583596208,26.358805,73.047444,SO2,5.0,108.0,15.0
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",2023-06-28 00:13:37.665615136,26.506177,77.025989,PM2.5,16.0,138.0,50.0
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",2025-05-21 03:56:12.870662448,26.506177,77.025989,PM10,86.0,197.0,124.0
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",2022-07-11 14:18:32.933753942,26.506177,77.025989,NH3,1.0,3.0,2.0
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",2022-03-23 12:29:31.608832807,26.506177,77.025989,CO,16.0,75.0,31.0
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",2024-05-10 19:13:49.022082016,25.16409,75.858137,OZONE,1.0,83.0,51.0
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",2023-11-09 22:56:24.227129336,25.196024,75.855668,PM2.5,22.0,189.0,78.0
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",2024-01-07 21:48:15.899053624,25.196024,75.855668,PM10,89.0,373.0,144.0
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",2024-06-20 07:56:58.296529968,25.196024,75.855668,CO,16.0,106.0,41.0
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",2023-02-25 00:54:30.662460568,25.196024,75.855668,OZONE,3.0,78.0,66.0
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",2024-10-16 05:40:41.640378544,25.14389,75.821256,PM10,71.0,161.0,107.0
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",2025-09-20 16:12:06.813880128,27.213494,73.734444,PM10,92.0,474.0,190.0
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",2022-03-26 06:48:49.968454258,27.213494,73.734444,NO2,7.0,103.0,30.0
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",2024-05-29 05:22:31.419558352,25.771061,73.340227,PM2.5,94.0,370.0,172.0
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",2024-12-04 23:28:12.113564672,25.771061,73.340227,PM10,103.0,339.0,163.0
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",2023-07-03 01:49:01.324921136,25.771061,73.340227,NH3,7.0,13.0,10.0
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",2022-10-14 00:18:10.220820188,26.29581,73.082283,NH3,3.0,5.0,4.0
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",2022-08-09 03:38:02.649842272,26.29581,73.082283,OZONE,1.0,63.0,38.0
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",2025-01-14 01:08:08.328075712,26.215415,73.070156,PM10,34.0,332.0,125.0
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",2022-11-10 04:28:00.757097792,25.344694,72.626208,NO2,40.0,86.0,55.0
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",2024-12-09 02:57:09.652996848,24.588397,76.172782,PM10,63.0,292.0,130.0
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",2023-07-09 12:34:04.164037856,26.843698,75.766894,NH3,1.0,6.0,4.0
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2025-08-24 23:05:29.337539424,28.108988,75.386577,PM10,65.0,199.0,116.0
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",2025-05-26 16:34:49.589905360,26.786682,75.827928,PM2.5,25.0,345.0,129.0
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",2022-07-01 00:04:32.555205046,26.912329,70.909168,CO,8.0,82.0,36.0
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2025-03-25 12:20:26.498422704,24.5886166,73.6321397,OZONE,3.0,92.0,44.0
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",2025-11-21 09:23:16.845425856,27.33853,88.614099,NH3,1.0,1.0,1.0
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",2022-10-03 10:04:09.842271292,11.06825,79.07033,PM10,24.0,54.0,43.0
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",2022-07-21 17:29:20.252365930,11.06825,79.07033,OZONE,3.0,23.0,16.0
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",2022-03-16 14:41:15.709779180,12.8777316,80.0834807,PM2.5,,,
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2023-10-06 20:58:17.791798104,12.9099161,80.1076538,PM2.5,13.0,17.0,14.0
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2023-06-04 12:29:31.608832808,26.031443,76.359327,PM2.5,45.0,343.0,107.0
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2025-03-03 09:45:59.621451104,26.031443,76.359327,NO2,11.0,33.0,19.0
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2023-04-17 03:51:40.315457408,26.031443,76.359327,NH3,17.0,23.0,19.0
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2024-10-31 10:26:52.618296528,26.031443,76.359327,CO,44.0,117.0,70.0
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2024-11-13 07:56:58.296529968,27.608912,75.153302,PM2.5,29.0,264.0,91.0
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2024-04-08 02:25:21.766561512,27.608912,75.153302,PM10,94.0,429.0,199.0
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2025-07-28 18:55:38.801261824,27.608912,75.153302,NH3,5.0,13.0,9.0
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",2025-01-13 14:04:55.268138800,26.159933,75.780517,SO2,5.0,14.0,8.0
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",2025-09-29 21:16:28.012618288,26.159933,75.780517,CO,3.0,125.0,45.0
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2023-05-18 00:27:15.331230280,24.5886166,73.6321397,PM10,67.0,118.0,95.0
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2023-05-19 20:40:07.570977920,27.608912,75.153302,SO2,1.0,11.0,4.0
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2022-01-14 19:36:31.798107255,27.608912,75.153302,OZONE,4.0,82.0,56.0
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",2023-05-23 13:05:52.050473184,24.885261,72.857549,NH3,1.0,3.0,2.0
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2022-09-08 13:10:24.605678232,13.1662,80.2584,PM10,11.0,67.0,32.0
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2024-04-24 05:17:58.864353312,13.1662,80.2584,NH3,1.0,1.0,1.0
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2023-03-10 20:31:02.460567824,24.5886166,73.6321397,NH3,7.0,7.0,7.0
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2022-03-21 16:16:39.369085173,24.5886166,73.6321397,CO,5.0,88.0,31.0
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",2024-08-10 21:57:21.009463712,24.885261,72.857549,OZONE,26.0,63.0,52.0
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",2022-05-17 07:52:25.741324920,29.931624,73.864511,SO2,7.0,82.0,22.0
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",2022-05-30 16:25:44.479495268,24.041198,74.780702,SO2,3.0,9.0,5.0
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",2024-12-31 16:34:49.589905360,10.7654824,79.1389968,NH3,2.0,2.0,2.0
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",2023-08-08 00:00:00.000000000,8.816428,78.099039,PM10,19.0,90.0,43.0
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",2022-05-09 11:57:43.722397476,8.816428,78.099039,OZONE,15.0,21.0,16.0
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",2022-10-04 19:13:49.022082016,10.830158,78.691849,PM2.5,9.0,28.0,20.0
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",2023-12-09 10:22:20.063091480,10.830158,78.691849,NH3,2.0,4.0,3.0
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB",2023-08-31 22:47:19.116719240,8.728442,77.6962,OZONE,6.0,7.0,6.0
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",2025-10-01 17:29:20.252365920,10.942451,76.978996,CO,22.0,30.0,25.0
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",2023-07-23 08:10:35.962145112,10.942451,76.978996,OZONE,3.0,85.0,61.0
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",2023-10-06 09:55:04.731861200,11.6829898,79.7532099,PM2.5,,,
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",2023-05-28 14:41:15.709779176,11.6829898,79.7532099,PM10,12.0,36.0,22.0
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",2024-02-24 08:19:41.072555200,11.6829898,79.7532099,NH3,,,
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",2024-02-21 14:00:22.712933752,13.1036,80.2909,NH3,2.0,5.0,3.0
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-10-22 05:22:31.419558352,13.0052189,80.2398125,OZONE,43.0,52.0,48.0
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB",2022-12-14 17:29:20.252365928,10.681158,78.741746,PM2.5,11.0,30.0,20.0
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB",2022-02-03 14:54:53.375394321,10.681158,78.741746,NO2,10.0,10.0,10.0
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",2025-04-26 18:05:40.694006304,9.36399,78.831977,PM10,11.0,47.0,27.0
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",2022-01-23 02:34:26.876971608,9.36399,78.831977,OZONE,10.0,16.0,13.0
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB",2024-11-24 09:14:11.735015776,12.864618,79.659968,NO2,1.0,12.0,4.0
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB",2024-01-02 09:09:39.179810720,12.864618,79.659968,SO2,6.0,9.0,7.0
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",2025-04-22 03:33:30.094637216,11.7637683,79.7499835,OZONE,1.0,2.0,1.0
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",2024-04-04 21:02:50.347003152,9.865935,78.022669,PM10,11.0,33.0,23.0
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",2025-09-13 18:23:50.914826496,12.9533,80.2357,OZONE,15.0,19.0,17.0
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",2023-09-27 04:50:43.533123024,17.540891,78.358528,NO2,21.0,63.0,34.0
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",2023-11-27 10:58:40.504731856,17.540891,78.358528,CO,20.0,125.0,40.0
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",2025-08-30 22:47:19.116719232,17.460103,78.334361,PM2.5,,,
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",2024-12-08 15:53:56.593059936,17.460103,78.334361,OZONE,,,
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",2022-07-05 03:33:30.094637224,27.23711,78.01936,NH3,1.0,2.0,1.0
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",2024-06-27 05:45:14.195583600,27.23711,78.01936,CO,5.0,21.0,8.0
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",2023-08-06 03:47:07.760252360,27.23711,78.01936,OZONE,2.0,58.0,51.0
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",2025-12-29 03:47:07.760252368,27.106972,78.000111,PM10,25.0,133.0,84.0
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",2022-11-15 06:03:24.416403784,17.349694,78.451437,NH3,3.0,5.0,4.0
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",2023-03-15 11:03:13.059936904,23.8175497,91.2726974,NO2,5.0,46.0,16.0
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB",2022-12-30 20:21:57.350157728,9.559382,77.948828,PM10,32.0,113.0,55.0
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB",2025-07-06 16:21:11.924290224,9.559382,77.948828,OZONE,2.0,3.0,3.0
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",2023-11-21 11:16:50.725552048,17.5184,78.278777,PM2.5,52.0,113.0,77.0
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",2024-06-22 15:13:03.596214512,17.5184,78.278777,PM10,54.0,140.0,86.0
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",2022-08-31 17:15:42.586750788,17.417094,78.457437,NO2,6.0,7.0,7.0
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",2024-12-28 11:12:18.170346992,17.417094,78.457437,SO2,17.0,23.0,20.0
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2025-10-19 16:34:49.589905360,17.5316895,78.218939,PM10,63.0,151.0,102.0
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",2024-02-25 17:29:20.252365928,27.19865833,78.00598056,OZONE,14.0,131.0,74.0
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",2024-08-31 04:18:55.646687696,17.528544,78.286195,PM10,50.0,68.0,62.0
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2024-03-26 04:55:16.088328072,26.730136,83.433859,NO2,11.0,11.0,11.0
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2024-03-11 11:12:18.170347000,26.730136,83.433859,CO,6.0,11.0,7.0
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2023-09-15 16:30:17.034700312,26.730136,83.433859,OZONE,8.0,28.0,17.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2022-12-01 19:59:14.574132492,28.557054,77.453663,SO2,12.0,41.0,27.0
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",2025-05-02 06:44:17.413249200,28.725645,77.749675,PM2.5,29.0,209.0,104.0
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",2024-04-26 23:37:17.223974768,28.725645,77.749675,PM10,51.0,149.0,111.0
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",2025-02-11 14:27:38.044164032,28.725645,77.749675,NH3,9.0,12.0,10.0
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",2023-01-03 12:47:41.829652996,27.19862,77.92066,OZONE,1.0,7.0,4.0
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",2024-10-23 03:28:57.539432176,28.964949,77.278761,NO2,18.0,119.0,58.0
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",2024-03-10 02:02:38.990536272,28.964949,77.278761,CO,8.0,130.0,36.0
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",2025-02-14 08:46:56.403785488,28.359581,79.414455,NO2,2.0,3.0,2.0
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",2023-01-21 22:56:24.227129336,27.168897,78.37696,OZONE,3.0,5.0,5.0
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",2024-10-27 18:01:08.138801264,27.1594,78.3953,PM2.5,44.0,202.0,85.0
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",2023-10-22 01:44:28.769716088,28.685382,77.453839,PM10,109.0,362.0,204.0
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",2023-03-26 12:20:26.498422712,28.685382,77.453839,NH3,6.0,12.0,8.0
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2024-11-21 14:54:53.375394320,26.730136,83.433859,PM10,72.0,158.0,117.0
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",2023-11-03 23:14:34.447949528,28.646233,77.358075,PM10,64.0,289.0,133.0
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",2025-02-12 01:30:51.104100944,28.646233,77.358075,OZONE,4.0,84.0,46.0
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",2024-12-01 18:05:40.694006304,28.6603346,77.3572563,NH3,5.0,14.0,10.0
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",2025-07-03 22:01:53.564668768,27.19862,77.92066,PM10,65.0,183.0,112.0
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",2025-11-11 06:12:29.526813872,25.4547,78.6039,NO2,6.0,7.0,6.0
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2022-09-03 00:31:47.886435332,26.428282,80.327067,PM2.5,,,
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2022-10-29 05:04:21.198738168,26.428282,80.327067,OZONE,,,
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2023-09-21 05:08:53.753943216,26.509954,80.249612,NO2,24.0,24.0,24.0
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2022-11-19 09:32:21.955835960,26.509954,80.249612,SO2,3.0,32.0,17.0
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",2024-03-16 01:44:28.769716088,28.2348927,77.8683002,NO2,3.0,4.0,3.0
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",2024-11-17 11:25:55.835962144,26.86812,81.005119,SO2,8.0,11.0,10.0
